quilate;corte;color;claridad;profunidad;mesa;x;y;z;precio;tipo precio
1.4;Premium;G;SI2;62;60;7.16;7.1;4.42;7357;Medio
0.76;Very Good;F;VS2;62.5;58;5.79;5.83;3.63;3238;Bajo
0.51;Ideal;E;VS2;60.9;56;5.2;5.15;3.15;1781;Bajo
0.7;Ideal;D;SI1;61.8;55;5.72;5.74;3.54;3471;Bajo
0.61;Ideal;G;VS1;61.6;55;5.45;5.49;3.37;2166;Bajo
1.29;Very Good;G;VS2;58.7;58;7.11;7.27;4.22;8684;Medio
1;Good;D;VS2;63.9;56;6.34;6.31;4.04;7200;Medio
1.21;Ideal;F;SI2;61.8;57;6.82;6.87;4.23;5996;Bajo
0.7;Good;D;SI1;64.2;60;5.59;5.62;3.6;2298;Bajo
1.5;Good;H;VS1;64.2;56;7.3;7.09;4.62;8749;Medio
0.71;Ideal;F;VS1;62.1;55;5.82;5.68;3.57;2839;Bajo
1.51;Premium;F;SI1;62.8;59;7.31;7.28;4.58;11666;Alto
0.24;Very Good;G;VVS1;62.3;59;3.92;3.95;2.45;432;Minimo
0.51;Premium;F;SI2;58.1;59;5.26;5.24;3.05;1052;Minimo
0.53;Ideal;E;VS2;60.8;55;5.26;5.3;3.21;1707;Bajo
1.2;Premium;J;SI1;61.5;59;6.84;6.81;4.2;4657;Bajo
0.4;Ideal;E;VS1;62.3;56;4.73;4.71;2.94;1125;Minimo
1.5;Premium;E;VS2;59.4;62;7.48;7.4;4.42;12587;Alto
1.51;Very Good;I;VVS1;62;58;7.27;7.31;4.52;11512;Alto
0.7;Good;D;SI1;62.6;60;5.57;5.61;3.5;2681;Bajo
1.06;Very Good;E;IF;62.4;55;6.5;6.54;4.07;12642;Alto
1.62;Ideal;H;VS2;62.4;57;7.48;7.53;4.68;11114;Alto
0.7;Very Good;F;SI1;61.3;59;5.68;5.74;3.5;2401;Bajo
1.17;Premium;H;SI1;62.6;59;6.78;6.71;4.22;4631;Bajo
1.22;Premium;I;SI1;62.7;58;6.83;6.8;4.27;5602;Bajo
0.82;Ideal;F;SI1;61.3;55;6.06;6.08;3.72;3439;Bajo
0.9;Fair;H;VS1;65.9;60;5.99;5.96;3.94;3500;Bajo
1.56;Ideal;I;VS2;;56;7.41;7.45;4.59;10333;Alto
0.33;Ideal;D;VS2;;57;4.47;4.42;2.75;1002;Minimo
1.22;Very Good;F;VVS2;60.7;62;6.81;6.84;4.14;10719;Alto
1.21;Good;E;SI1;63.6;58;6.65;6.77;4.27;6861;Medio
2;Good;H;SI2;63.8;59;7.93;7.88;5.04;12554;Alto
0.4;Premium;G;VS1;60;57;4.83;4.74;2.87;1035;Minimo
0.35;Ideal;E;VS2;62;57;4.51;4.55;2.81;767;Minimo
0.55;Ideal;F;SI1;61;58;5.25;5.28;3.21;1368;Bajo
1.01;Premium;I;SI1;62.3;58;6.44;6.4;4;4355;Bajo
0.7;Very Good;F;SI1;62.4;56;5.63;5.69;3.53;2573;Bajo
1.09;Ideal;F;SI1;;56;6.63;6.66;4.08;6872;Medio
0.43;Ideal;D;VS1;61.9;55;4.87;4.85;3.01;1264;Minimo
1.02;Premium;G;VS2;62.7;58;6.45;6.4;4.03;6169;Medio
0.32;Premium;G;IF;62;60;4.37;4.41;2.72;954;Minimo
1.11;Premium;I;I1;61.8;59;6.65;6.58;4.09;3183;Bajo
0.8;Very Good;F;VS2;62.1;60;5.86;5.92;3.66;3471;Bajo
1;Ideal;I;SI2;;56;6.38;6.35;3.98;3276;Bajo
0.41;Premium;G;VS2;61.8;58;4.75;4.77;2.94;827;Minimo
0.32;Ideal;D;SI1;62;55;4.37;4.47;2.74;589;Minimo
1.66;Very Good;H;SI1;62.8;56;7.53;7.57;4.74;10134;Alto
1.11;Very Good;G;VS2;60.8;58;6.65;6.7;4.06;6593;Medio
1.19;Good;J;SI1;59.8;64;6.94;6.9;4.14;4498;Bajo
0.4;Ideal;E;VS2;62.2;55;4.71;4.77;2.95;1090;Minimo
0.82;Ideal;F;SI2;62.4;54;5.97;6.02;3.74;2799;Bajo
1.21;Premium;J;VS2;61.9;58;6.84;6.79;4.22;4968;Bajo
0.72;Ideal;H;VS2;62;56;5.8;5.74;3.58;2443;Bajo
1;Ideal;H;SI2;62;56;6.38;6.43;3.97;4649;Bajo
1.59;Very Good;D;SI1;62.8;54;7.43;7.48;4.68;13631;Premiun
0.5;Ideal;F;SI1;59.9;57;5.19;5.16;3.1;1286;Minimo
1.52;Very Good;D;SI1;62;58;7.37;7.4;4.58;11595;Alto
1.06;Ideal;I;SI1;61.2;56;6.64;6.6;4.05;4630;Bajo
0.5;Very Good;D;SI1;62.5;58;5.06;4.98;3.14;1231;Minimo
0.31;Ideal;G;VS1;;55;4.35;4.33;2.71;802;Minimo
1.03;Very Good;G;I1;63.2;58;6.44;6.34;4.04;2988;Bajo
1.01;Premium;H;SI2;59.9;59;6.51;6.48;3.89;4242;Bajo
1.53;Ideal;J;VS2;61.4;58;7.35;7.43;4.54;7550;Medio
0.44;Premium;E;VS2;62.3;59;4.81;4.91;3.03;1003;Minimo
0.37;Premium;G;VS2;62.8;60;4.59;4.55;2.87;833;Minimo
1.93;Ideal;F;SI1;59.5;60;8.1;8.13;4.83;18306;VIP
0.48;Premium;F;VS2;58.7;58;5.22;5.17;3.05;1294;Minimo
1.74;Premium;H;SI2;59.9;59;7.88;7.8;4.7;10874;Alto
1.5;Very Good;G;I1;60.3;61;7.34;7.39;4.44;5808;Bajo
1.01;Good;F;SI1;63.8;59;6.29;6.32;4.02;4899;Bajo
0.25;Very Good;E;VVS2;63.1;56;4.05;4;2.54;740;Minimo
1.2;Ideal;I;VS1;62.5;55;6.76;6.81;4.24;6639;Medio
1.01;Good;F;SI2;63.6;59;6.37;6.34;4.04;4197;Bajo
0.91;Ideal;D;VS2;;57;6.26;6.32;3.83;6444;Medio
1.01;Good;F;VVS2;61.1;65;6.38;6.42;3.91;8956;Medio
0.31;Premium;H;VVS2;61.2;59;4.38;4.34;2.67;802;Minimo
0.7;Fair;H;SI1;64.5;59;5.54;5.51;3.56;2176;Bajo
0.7;Ideal;F;SI1;61.5;56;5.74;5.7;3.52;2348;Bajo
0.92;Ideal;D;VS2;61.4;56;6.26;6.28;3.85;6513;Medio
0.7;Ideal;H;VVS2;61;56;5.75;5.78;3.52;3325;Bajo
0.4;Ideal;G;VVS2;62.4;57;4.7;4.73;2.94;917;Minimo
1.01;Premium;I;VS2;62.5;58;6.44;6.39;4.01;4676;Bajo
0.7;Ideal;G;VVS2;61.6;57;5.74;5.71;3.53;3725;Bajo
0.3;Ideal;D;SI2;61.1;58;4.31;4.33;2.64;413;Minimo
0.31;Ideal;D;VS2;61.2;55;4.37;4.42;2.69;734;Minimo
1.37;Premium;H;VS1;62.9;58;7.12;7.07;4.46;8669;Medio
0.35;Premium;D;SI2;60.8;58;4.57;4.51;2.76;669;Minimo
0.59;Premium;E;SI1;61.8;60;5.33;5.39;3.31;1664;Bajo
1.61;Premium;F;VS2;62.3;59;7.53;7.47;4.67;15426;Premiun
0.31;Premium;I;VS2;59.9;60;4.41;4.44;2.65;435;Minimo
1.53;Very Good;J;VS2;62.9;59;7.31;7.34;4.61;7418;Medio
0.51;Very Good;F;VS1;61.4;60;5.07;5.13;3.13;1604;Bajo
0.61;Ideal;G;VS1;61.5;56;5.48;5.5;3.38;2182;Bajo
1.51;Premium;E;SI2;62;62;7.16;7.09;4.42;7610;Medio
0.91;Good;G;VS1;63.4;54;6.07;6.24;3.9;4284;Bajo
0.34;Premium;H;VS2;61.9;56;4.49;4.46;2.77;689;Minimo
1;Fair;G;SI1;64.4;57;6.32;6.28;4.06;4295;Bajo
2.14;Premium;J;SI2;58.4;58;8.52;8.5;4.97;10306;Alto
1.09;Ideal;I;SI1;59.4;61;6.68;6.73;3.98;4692;Bajo
0.36;Ideal;H;SI1;61.7;54;4.56;4.62;2.83;538;Minimo
0.3;Ideal;G;VVS1;61.9;57;4.28;4.31;2.66;764;Minimo
0.32;Ideal;E;VS2;;55;4.36;4.38;2.71;702;Minimo
0.41;Very Good;E;VS1;62.8;56;4.72;4.77;2.98;834;Minimo
0.52;Ideal;D;VS2;61.8;56;5.17;5.15;3.19;1919;Bajo
0.7;Very Good;E;IF;60.3;59;5.72;5.76;3.46;4679;Bajo
0.73;Ideal;F;SI1;59.6;57;5.88;5.86;3.5;2527;Bajo
1.02;Ideal;E;VS1;60.1;57;6.59;6.52;3.94;8244;Medio
0.5;Good;D;SI2;63.1;56;5.05;4.96;3.16;958;Minimo
0.52;Very Good;F;SI1;62.3;55;5.14;5.17;3.21;1227;Minimo
0.55;Premium;E;SI2;59.7;58;5.33;5.35;3.19;1269;Minimo
0.3;Ideal;D;VS2;61.6;57;4.33;4.3;2.66;911;Minimo
0.33;Ideal;D;SI1;62.2;54;4.45;4.46;2.77;575;Minimo
1.5;Ideal;F;VS2;60.2;57;7.43;7.39;4.46;13653;Premiun
0.46;Ideal;J;VS1;62.6;53.9;4.92;4.95;3.09;851;Minimo
0.54;Ideal;E;VS1;62;56;5.26;5.23;3.25;2041;Bajo
0.35;Ideal;D;SI2;61.8;57;4.57;4.53;2.81;669;Minimo
0.31;Very Good;F;IF;61.2;55;4.37;4.39;2.68;914;Minimo
0.3;Premium;E;VS2;62.6;62;4.25;4.21;2.65;788;Minimo
1.03;Very Good;G;SI2;63.1;58;6.41;6.37;4.03;4060;Bajo
0.3;Very Good;G;VVS2;63;57;4.28;4.32;2.71;684;Minimo
0.93;Fair;D;VS2;56.3;67;6.52;6.45;3.65;5078;Bajo
1.01;Very Good;E;SI1;63.1;60;6.37;6.34;4.01;5002;Bajo
0.62;Ideal;D;VVS1;62.2;54;5.45;5.48;3.4;3968;Bajo
1.51;Premium;F;SI1;62.2;59;7.34;7.3;4.55;11607;Alto
0.26;Ideal;H;VVS2;61.8;55.7;4.08;4.1;2.53;478;Minimo
0.32;Premium;H;VS2;60.7;60;4.39;4.41;2.67;505;Minimo
0.33;Ideal;E;VS1;61.6;56;4.46;4.43;2.74;1002;Minimo
0.44;Premium;E;VS2;60.4;59;4.9;4.93;2.97;1003;Minimo
1.16;Ideal;G;VVS1;60.5;57;6.78;6.83;4.12;9075;Alto
1.09;Premium;G;VS2;61.7;58;6.6;6.53;4.05;6504;Medio
0.71;Good;F;SI1;63.7;58;5.65;5.62;3.59;2308;Bajo
0.51;Ideal;D;IF;62;56;5.14;5.18;3.2;3446;Bajo
0.82;Ideal;G;SI2;61;55;6.04;5.99;3.67;2165;Bajo
2.37;Premium;H;SI2;62.3;57;8.55;8.5;5.31;16021;VIP
0.7;Very Good;H;VVS2;62.6;57;5.63;5.65;3.53;2558;Bajo
1.71;Ideal;G;VS2;61.8;57;7.7;7.6;4.73;16817;VIP
0.31;Very Good;H;SI1;60.5;60;4.33;4.4;2.64;446;Minimo
1.01;Premium;F;SI1;62.8;59;6.4;6.36;4.01;3920;Bajo
0.62;Ideal;E;SI1;61.5;57;5.44;5.49;3.36;1749;Bajo
0.3;Premium;F;VS2;61.5;60;4.29;4.26;2.63;776;Minimo
1.02;Premium;H;SI1;61.1;58;6.51;6.46;3.96;5084;Bajo
0.51;Premium;G;VS1;62.3;58;5.08;5.13;3.18;1656;Bajo
0.24;Very Good;E;VVS1;61.7;58;3.94;4;2.45;485;Minimo
2.03;Ideal;H;SI2;61.8;56;8.1;8.15;5.02;15143;Premiun
1.5;Premium;D;SI1;61.6;59;7.4;7.3;4.53;13445;Premiun
0.36;Ideal;D;VVS2;61;56;4.57;4.61;2.8;1126;Minimo
0.31;Premium;F;VS2;62;58;4.37;4.31;2.69;802;Minimo
0.55;Ideal;H;VVS1;61.6;55;5.26;5.29;3.25;2303;Bajo
0.81;Ideal;I;SI1;62.2;57;5.95;5.98;3.71;2323;Bajo
1.2;Very Good;G;VVS2;62.4;56;6.68;6.74;4.19;8712;Medio
0.9;Good;H;VS2;58.2;59;6.36;6.33;3.69;4685;Bajo
1.36;Ideal;D;SI2;61.2;57;7.15;7.19;4.39;6443;Medio
0.33;Ideal;G;VS1;62.9;57;4.43;4.38;2.77;854;Minimo
1.12;Premium;J;SI2;60.7;61;6.71;6.64;4.05;3266;Bajo
0.34;Ideal;G;VS2;61.6;56;4.48;4.51;2.77;573;Minimo
1.14;Ideal;G;VS1;62.5;56;6.69;6.66;4.17;7255;Medio
0.81;Premium;I;VVS2;61.9;60;5.91;5.86;3.64;2795;Bajo
0.41;Good;F;VVS2;63.6;56;4.68;4.72;2.99;996;Minimo
1.37;Good;I;VS2;64.1;58;6.92;6.9;4.43;5449;Bajo
0.38;Ideal;D;VS1;62;55;4.64;4.68;2.89;1067;Minimo
1.21;Ideal;G;VS1;61.1;58;6.9;6.87;4.21;8699;Medio
0.32;Ideal;G;IF;61.3;56;4.4;4.44;2.71;905;Minimo
1.5;Very Good;F;VS1;61.9;58;7.34;7.4;4.56;15508;Premiun
1.05;Ideal;D;VS2;61;56;6.54;6.61;4.01;8451;Medio
1.49;Ideal;H;SI1;62.4;56;7.28;7.24;4.53;9132;Alto
1.02;Good;G;VS1;64.3;57;6.28;6.34;4.06;5951;Bajo
1.01;Ideal;I;VS1;62.6;56;6.42;6.36;4;4808;Bajo
1.54;Premium;I;SI2;61.2;58;7.51;7.43;4.57;7631;Medio
1;Good;I;SI1;65.2;56;6.21;6.27;4.07;3836;Bajo
0.3;Very Good;G;SI1;61.6;59;4.26;4.28;2.63;447;Minimo
0.58;Premium;E;SI1;60.6;56;5.42;5.38;3.27;1949;Bajo
1.33;Premium;I;VS1;61.5;58;7.06;7.02;4.33;7090;Medio
1.11;Ideal;G;SI2;60.7;59;6.72;6.76;4.09;5231;Bajo
0.25;Very Good;F;VVS1;61.8;55;4.06;4.09;2.52;633;Minimo
1.01;Premium;G;SI1;60.2;58;6.48;6.44;3.89;4072;Bajo
0.82;Very Good;I;SI1;62.3;58;5.94;6;3.72;2602;Bajo
0.32;Premium;G;VS1;62.1;55;4.44;4.41;2.75;828;Minimo
0.71;Very Good;H;VVS1;62.7;57;5.66;5.72;3.57;2938;Bajo
0.39;Ideal;G;VVS2;61.6;56.6;4.68;4.71;2.9;952;Minimo
0.31;Ideal;H;VVS1;61.6;55;4.35;4.38;2.69;707;Minimo
0.98;Very Good;H;SI2;62.1;59;6.33;6.39;3.95;3731;Bajo
0.5;Ideal;F;VVS2;62.2;54;5.11;5.09;3.17;2160;Bajo
1.5;Very Good;J;VS2;62.6;58;7.25;7.29;4.55;7492;Medio
0.51;Premium;J;VS2;61.5;58;5.14;5.1;3.15;1020;Minimo
0.28;Very Good;F;VVS2;61.8;60;4.16;4.19;2.58;596;Minimo
0.5;Ideal;J;VS2;61.6;57;5.08;5.12;3.14;1099;Minimo
0.71;Ideal;E;VS2;62.3;56;5.7;5.73;3.56;3026;Bajo
1.07;Ideal;D;SI1;61.8;55;6.59;6.54;4.06;5872;Bajo
0.32;Premium;G;VS2;61;59;4.46;4.42;2.71;720;Minimo
0.52;Ideal;G;SI2;61.3;56;5.19;5.22;3.19;1150;Minimo
1.19;Ideal;G;VS1;62.4;54;6.78;6.81;4.24;9918;Alto
1.64;Very Good;J;SI1;62.6;59;7.45;7.51;4.68;7739;Medio
0.8;Ideal;E;SI1;61.1;56;5.98;6.01;3.66;4053;Bajo
0.5;Premium;E;VS2;62.3;60;5.09;5.05;3.16;1746;Bajo
0.76;Ideal;I;VVS1;62.2;55;5.89;5.87;3.66;2753;Bajo
1.07;Premium;H;SI1;60.7;60;6.64;6.61;4.02;4764;Bajo
0.31;Premium;G;VS2;;59;4.4;4.38;2.63;698;Minimo
0.61;Very Good;H;VS2;63.3;57.5;5.38;5.4;3.41;1590;Bajo
1.59;Very Good;J;VS1;60.7;59;7.49;7.54;4.56;8515;Medio
1.11;Very Good;G;SI2;58.5;61;6.74;6.8;3.96;4816;Bajo
0.38;Very Good;G;VS1;61.9;54;4.65;4.69;2.89;693;Minimo
1;Good;J;VS2;57.6;58;6.59;6.56;3.79;3422;Bajo
1.09;Ideal;H;SI1;61.1;57;6.62;6.71;4.07;5125;Bajo
0.31;Premium;E;VS2;60.3;58;4.37;4.42;2.65;680;Minimo
0.58;Ideal;D;SI1;61.1;57;5.36;5.41;3.29;1737;Bajo
0.4;Good;E;SI1;63.9;58;4.67;4.63;2.97;882;Minimo
0.73;Very Good;H;VVS1;60.4;59;5.83;5.89;3.54;2772;Bajo
0.3;Premium;H;SI1;60.8;61;4.3;4.25;2.6;540;Minimo
0.36;Ideal;D;VS2;62.5;55;4.55;4.57;2.85;773;Minimo
0.81;Very Good;F;SI1;62.2;56;5.97;5.99;3.72;3308;Bajo
0.3;Ideal;F;VVS1;61.7;58;4.26;4.3;2.64;814;Minimo
1.36;Ideal;F;SI2;62;56;7.08;7.11;4.4;7157;Medio
0.72;Ideal;H;SI2;61.3;56;5.75;5.77;3.53;2372;Bajo
1;Very Good;G;VVS1;62.3;56;6.29;6.4;3.95;7507;Medio
1.07;Ideal;G;VS2;62.2;57;6.53;6.55;4.07;6355;Medio
0.34;Premium;G;VS2;62.4;59;4.41;4.47;2.77;596;Minimo
1.01;Very Good;I;SI2;59.2;59;6.52;6.62;3.89;3792;Bajo
0.77;Good;G;SI1;63.7;54;5.85;5.8;3.71;2373;Bajo
0.31;Good;F;SI1;63.1;55;4.28;4.34;2.72;516;Minimo
0.4;Very Good;E;SI1;63.3;56;4.74;4.68;2.98;882;Minimo
0.9;Very Good;E;SI2;63.4;60;6.07;6.02;3.83;3342;Bajo
1.01;Good;F;VS2;63.9;58;6.39;6.32;4.06;6446;Medio
1;Good;E;SI2;63.3;55;6.25;6.29;3.97;4312;Bajo
0.4;Premium;E;SI1;62.2;62;4.69;4.66;2.91;882;Minimo
0.29;Very Good;F;VS1;61.2;58;4.24;4.29;2.61;504;Minimo
1.01;Very Good;E;SI2;;58;6.45;6.49;3.94;4566;Bajo
1.03;Premium;G;VS2;62.3;59;6.42;6.38;3.99;6327;Medio
1.56;Ideal;H;VS2;60.7;57;7.49;7.53;4.56;12146;Alto
1.01;Ideal;F;SI1;62;56;6.41;6.46;3.99;6907;Medio
0.31;Ideal;D;IF;60.5;57;4.39;4.41;2.66;1917;Bajo
1.01;Very Good;F;VVS1;62.8;60;6.4;6.34;4;9667;Alto
0.29;Ideal;G;VVS2;61.4;57;4.27;4.3;2.63;607;Minimo
1.3;Very Good;I;VS2;62.7;57;6.88;6.9;4.32;6290;Medio
1.24;Premium;D;VS2;59.3;58;7.09;7.03;4.19;9916;Alto
1.27;Premium;G;VS2;61;60;6.97;6.93;4.24;8705;Medio
1;Ideal;F;SI1;62;57;6.37;6.43;3.97;5197;Bajo
0.32;Ideal;E;VVS1;61.5;56;4.43;4.45;2.73;1140;Minimo
0.32;Ideal;G;VS1;61.2;56;4.44;4.42;2.71;828;Minimo
0.42;Very Good;G;SI1;63.2;57;4.79;4.77;3.02;945;Minimo
1.14;Premium;I;VS1;62.3;59;6.69;6.64;4.15;5291;Bajo
0.92;Ideal;E;SI1;61.7;57;6.24;6.27;3.86;5014;Bajo
1.02;Premium;H;SI1;61.9;61;6.42;6.34;3.95;4558;Bajo
1.01;Premium;G;SI2;63;58;6.34;6.29;3.98;4038;Bajo
2.28;Good;J;SI1;63.7;55;8.28;8.35;5.3;14220;Premiun
1.5;Premium;G;SI1;60;61;7.48;7.43;4.47;9954;Alto
0.3;Premium;G;VVS2;61;60;4.32;4.3;2.63;878;Minimo
0.3;Ideal;I;VVS2;62.2;55;4.3;4.32;2.68;515;Minimo
0.7;Very Good;G;VS2;63.3;57;5.62;5.66;3.57;2538;Bajo
1;Premium;E;SI2;60.5;61;6.38;6.31;3.84;4077;Bajo
1.36;Very Good;D;SI1;59.5;61;7.21;7.24;4.3;9874;Alto
0.41;Ideal;G;IF;61;57;4.79;4.81;2.93;1367;Bajo
0.55;Ideal;E;SI1;62.3;56;5.26;5.23;3.27;1668;Bajo
1.18;Very Good;E;VVS2;61.5;58;6.78;6.87;4.2;12100;Alto
0.7;Very Good;D;SI1;61.8;55;5.73;5.76;3.55;2726;Bajo
1.01;Ideal;D;SI1;62;57;6.37;6.44;3.97;5832;Bajo
0.3;Ideal;F;SI1;61.9;56;4.29;4.33;2.67;475;Minimo
2.01;Premium;I;SI2;58.2;61;8.24;8.2;4.78;13052;Premiun
2.01;Premium;H;VS2;60.1;61;8.14;8.06;4.87;17068;VIP
0.33;Ideal;F;VS2;62.6;55;4.4;4.42;2.76;666;Minimo
0.34;Premium;F;VS2;62.6;59;4.48;4.44;2.79;880;Minimo
0.34;Ideal;D;VS2;62;55;4.45;4.48;2.77;805;Minimo
0.52;Good;G;VS1;63.9;56;5.08;5.12;3.26;1576;Bajo
1.02;Premium;F;VVS1;60.8;58;6.56;6.46;3.96;9980;Alto
2.54;Very Good;H;SI2;63.5;56;8.68;8.65;5.5;16353;VIP
0.54;Ideal;D;SI1;60.7;56;5.3;5.27;3.21;1786;Bajo
0.71;Very Good;I;VVS1;63.4;57;5.71;5.67;3.61;2572;Bajo
0.26;Very Good;E;VVS2;63;58;4;4.03;2.53;597;Minimo
0.55;Very Good;E;VS2;61.7;59;5.2;5.27;3.23;1629;Bajo
1.12;Premium;H;SI2;61;56;6.68;6.65;4.07;4077;Bajo
1;Ideal;E;SI2;62.3;57;6.33;6.28;3.93;4077;Bajo
0.23;Very Good;G;VVS1;61.3;59;3.94;3.96;2.42;414;Minimo
1.05;Very Good;J;SI2;60.9;60;6.51;6.59;3.99;3395;Bajo
0.33;Premium;G;VVS2;60.9;59;4.49;4.45;2.72;965;Minimo
0.31;Very Good;G;VVS1;62.6;61;4.28;4.31;2.69;816;Minimo
1.27;Ideal;H;SI1;61.7;57;6.95;6.93;4.28;6635;Medio
0.57;Ideal;E;VVS2;61.9;55;5.34;5.36;3.31;2534;Bajo
0.36;Ideal;E;VS1;61.5;55;4.58;4.66;2.84;753;Minimo
1.1;Ideal;F;VVS2;61.2;56;6.66;6.74;4.1;10487;Alto
1.21;Good;J;SI2;60.4;56;6.84;6.93;4.16;4559;Bajo
0.32;Ideal;D;SI1;62.9;56;4.4;4.38;2.76;706;Minimo
0.59;Ideal;D;VVS1;62.3;54;5.36;5.39;3.35;3791;Bajo
0.33;Premium;I;VS1;61.6;60;4.45;4.42;2.73;668;Minimo
0.34;Premium;G;VS2;60.3;54;4.56;4.53;2.74;765;Minimo
0.34;Very Good;H;VVS2;63.1;57;4.41;4.49;2.81;674;Minimo
0.32;Premium;H;SI2;60.4;59;4.42;4.39;2.66;504;Minimo
1.76;Premium;I;VS2;62.4;58;7.7;7.65;4.79;9659;Alto
0.31;Premium;G;VS2;61.2;58;4.32;4.37;2.66;544;Minimo
1.7;Premium;F;SI1;62.3;58;7.63;7.59;4.74;13766;Premiun
1.43;Premium;F;SI1;61.5;58;7.27;7.22;4.45;8809;Medio
0.9;Very Good;H;SI1;63.3;58;6.04;6.13;3.85;3500;Bajo
0.34;Ideal;G;VS2;62.7;55;4.49;4.48;2.81;765;Minimo
1.51;Premium;F;IF;60.5;61;7.5;7.4;4.45;18102;VIP
0.7;Very Good;H;SI1;62.8;57;5.61;5.66;3.54;2214;Bajo
1.2;Very Good;I;SI1;61.7;56;6.82;6.76;4.19;4785;Bajo
0.32;Ideal;E;VS2;60.9;56;4.45;4.48;2.72;846;Minimo
1.51;Premium;E;SI1;59.6;61;7.53;7.43;4.46;12236;Alto
0.52;Ideal;H;VS2;61.7;55;5.2;5.23;3.22;1689;Bajo
1.12;Premium;H;SI1;61.6;59;6.63;6.67;4.1;5266;Bajo
0.79;Very Good;D;SI2;59.7;58;6;6.07;3.6;2878;Bajo
0.37;Very Good;E;VVS2;59.3;58;4.68;4.73;2.79;843;Minimo
0.71;Premium;H;SI1;62.4;62;5.67;5.64;3.53;2207;Bajo
0.33;Ideal;E;VS2;;57;4.44;4.41;2.75;928;Minimo
1.01;Ideal;E;SI2;62.2;54;6.39;6.43;3.99;4666;Bajo
0.52;Very Good;H;VS2;63.5;58;5.08;5.09;3.23;1389;Bajo
0.46;Very Good;D;VS2;60.9;58;4.94;4.97;3.02;1326;Bajo
1.02;Very Good;E;I1;60.4;62;6.47;6.52;3.92;3455;Bajo
0.71;Ideal;H;SI1;62;57;5.73;5.76;3.56;2368;Bajo
2.5;Ideal;J;SI2;60.7;55;8.8;8.66;5.3;15990;Premiun
1.6;Ideal;F;VS2;60.2;55.5;7.6;7.66;4.59;16240;VIP
0.9;Very Good;D;SI1;62.5;63;6.14;6.11;3.83;3997;Bajo
1.02;Very Good;G;VVS2;62.7;58;6.36;6.4;4;9596;Alto
0.41;Very Good;F;VS1;61.5;57;4.77;4.81;2.95;974;Minimo
0.5;Very Good;J;SI1;62.8;58;5.05;5.08;3.18;990;Minimo
0.33;Ideal;H;VVS1;61.4;53;4.5;4.55;2.78;687;Minimo
0.9;Fair;J;VS1;64.6;58;6.12;6.06;3.93;2964;Bajo
1.54;Ideal;G;SI1;61.5;55;7.4;7.45;4.57;11333;Alto
1.55;Ideal;F;SI1;61.9;55;7.47;7.42;4.61;14220;Premiun
2.28;Good;J;SI1;63.7;55;8.35;8.28;5.3;14350;Premiun
0.59;Ideal;E;VVS2;61.1;57;5.39;5.41;3.3;2911;Bajo
1.22;Premium;E;SI2;61.5;58;6.84;6.86;4.21;6012;Medio
1.02;Very Good;E;SI2;63;57;6.39;6.44;4.04;4398;Bajo
0.3;Very Good;I;SI1;61.2;58;4.28;4.31;2.63;405;Minimo
2;Very Good;H;SI2;59.7;61;8.15;8.2;4.88;15312;Premiun
0.63;Very Good;D;IF;59.6;59;5.55;5.59;3.32;4800;Bajo
0.4;Premium;F;VS2;61.6;58;4.8;4.75;2.94;1080;Minimo
1.14;Ideal;H;VS2;61.6;56;6.68;6.72;4.13;5831;Bajo
1.01;Very Good;H;SI2;58.8;58;6.57;6.62;3.88;4166;Bajo
1.01;Ideal;E;VVS1;61.8;54;6.43;6.49;3.99;10789;Alto
0.32;Ideal;F;IF;61.3;57;4.4;4.44;2.71;929;Minimo
1.16;Premium;H;SI1;61.2;57;6.84;6.76;4.16;5554;Bajo
1.06;Premium;D;SI2;59.8;61;6.63;6.58;3.95;4483;Bajo
0.5;Very Good;E;VS2;62.7;54;5.07;5.1;3.19;1624;Bajo
0.91;Good;G;SI2;63.6;59;6.11;6.15;3.9;3340;Bajo
0.51;Very Good;I;SI1;63.5;55;5.07;5.11;3.23;1068;Minimo
1.51;Premium;E;VS2;62.2;59;7.36;7.31;4.56;14300;Premiun
0.42;Ideal;D;VVS2;61.4;56;4.82;4.85;2.97;1326;Bajo
1.01;Very Good;I;SI1;62.9;58;6.34;6.37;4;4166;Bajo
0.4;Premium;D;SI2;61.1;58;4.76;4.73;2.9;855;Minimo
1.01;Premium;H;SI1;61.9;59;6.35;6.32;3.92;4191;Bajo
1.28;Premium;J;SI2;62.3;58;6.94;6.89;4.31;4636;Bajo
0.34;Very Good;E;SI2;61.7;61;4.47;4.51;2.77;477;Minimo
0.43;Ideal;G;VS1;62.3;56;4.85;4.82;3.01;1008;Minimo
0.66;Premium;E;SI1;61.1;56;5.68;5.62;3.45;1708;Bajo
1.12;Ideal;H;SI1;60.9;57;6.7;6.73;4.09;5818;Bajo
0.31;Ideal;I;SI1;61.4;56;4.35;4.38;2.68;430;Minimo
0.76;Premium;G;SI2;62.8;60;5.81;5.79;3.64;2364;Bajo
1.7;Premium;G;VS2;59;58;7.85;7.8;4.62;15941;Premiun
0.31;Ideal;D;SI2;62;56;4.35;4.33;2.69;593;Minimo
0.75;Ideal;J;VS2;62.3;57;5.81;5.84;3.63;1923;Bajo
0.71;Very Good;D;SI1;63.1;56;5.73;5.68;3.6;2743;Bajo
